year,ac_no,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,position
2026,208,Kajal Nayek Das,FEMALE,63.0,GENERAL,INC,1382,17,1399,0.59,5
2026,208,Sk. Sainuddin,MALE,47.0,GENERAL,IND,696,2,698,0.29,6
2026,208,Koushik Das,MALE,51.0,GENERAL,JASP,484,1,485,0.2,7
2026,208,Subhash Chandra Gumtya,MALE,57.0,GENERAL,IND,411,2,413,0.17,8
2026,208,Tapan Kumar Maity,MALE,59.0,GENERAL,SUCI,322,5,327,0.14,9
2026,209,Pradip Kumar Bijali,MALE,55.0,SC,BJP,130881,1302,132183,55.2,1
2026,209,Tapasi Mondal,FEMALE,56.0,SC,TMC,82683,438,83121,34.71,2
2026,209,Asoke Kumar Patra,MALE,60.0,SC,CPI(M),18987,134,19121,7.99,3
2026,209,Abhimanyu Mondal,MALE,74.0,SC,INC,1605,12,1617,0.68,4
2026,209,Keya Rani Das,FEMALE,28.0,SC,AJUP,1105,3,1108,0.46,5
2026,209,Aniruddha Gayen,MALE,59.0,SC,IND,772,1,773,0.32,6
2026,209,Bhabataran Sahoo,MALE,41.0,SC,IND,457,0,457,0.19,7
2026,210,Adhikari Suvendu,MALE,57.0,GENERAL,BJP,125969,1332,127301,50.37,1
2026,210,Pabitra Kar,MALE,43.0,GENERAL,TMC,116737,899,117636,46.55,2
2026,210,Santi Gopal Giri,MALE,57.0,GENERAL,CPI,2947,50,2997,1.19,3
2026,210,Ali Md Sabe Miraj Khan,MALE,34.0,GENERAL,AISF,1886,12,1898,0.75,4
2026,210,Sekh Jariatul Hossain,MALE,43.0,GENERAL,INC,787,7,794,0.31,5
2026,210,Sahalam Ali,MALE,29.0,GENERAL,IND,578,1,579,0.23,6
2026,210,Bimal Kumar Maity,MALE,51.0,GENERAL,SUCI,232,6,238,0.09,7
2026,210,Sangita Chakraborty,FEMALE,45.0,GENERAL,IND,165,2,167,0.07,8
2026,210,Md. Abi Ala,MALE,27.0,GENERAL,IND,62,9,71,0.03,9
2026,210,Sahidul Haque Mondal,MALE,44.0,GENERAL,AJUP,60,8,68,0.03,10
2026,210,Md. Nurul Islam,MALE,40.0,GENERAL,IND,54,0,54,0.02,11
2026,211,Pijush Kanti Das,MALE,70.0,GENERAL,BJP,124701,1346,126047,52.09,1
2026,211,Uttam Barik,MALE,52.0,GENERAL,TMC,104723,1054,105777,43.72,2
2026,211,Rita Das,FEMALE,65.0,GENERAL,CPI(M),6449,119,6568,2.71,3
2026,211,Ahmed Sk. Taslim,MALE,45.0,GENERAL,INC,1186,21,1207,0.5,4
2026,211,Ayub Khan,MALE,43.0,GENERAL,JUNP,673,2,675,0.28,5
2026,211,Rita Bhowmik,FEMALE,57.0,GENERAL,SUCI,632,10,642,0.27,6
2026,211,Arjit Kalam Azad Sk,MALE,32.0,GENERAL,AJUP,423,1,424,0.18,7
2026,212,Tapan Maity,MALE,52.0,GENERAL,BJP,115401,1188,116589,50.24,1
2026,212,Pijus Kanti Panda,MALE,52.0,GENERAL,TMC,106523,1015,107538,46.34,2
2026,212,Saikat Giri,MALE,36.0,GENERAL,CPI,4510,85,4595,1.98,3
2026,212,Pranab Kumar Mahapatra,MALE,41.0,GENERAL,INC,1010,12,1022,0.44,4
2026,212,Rajesh Senapati,MALE,32.0,GENERAL,IND,573,1,574,0.25,5
2026,212,Abdul Ahad Ali Sk,MALE,44.0,GENERAL,JUNP,550,1,551,0.24,6
2026,212,Surjyendu Bikash Patra,MALE,42.0,GENERAL,SUCI,339,4,343,0.15,7
2026,213,Sumita Sinha,FEMALE,58.0,GENERAL,BJP,128833,1255,130088,52.16,1
2026,213,Debasis Bhunya,MALE,41.0,GENERAL,TMC,108946,1087,110033,44.12,2
2026,213,Sutanu Maity,MALE,51.0,GENERAL,CPI(M),4564,81,4645,1.86,3
2026,213,Subrata Mahapatra,MALE,67.0,GENERAL,INC,967,16,983,0.39,4
2026,213,Subhash Chandra Paria,MALE,53.0,GENERAL,SUCI,683,3,686,0.28,5
2026,213,Umarani Guria,FEMALE,54.0,GENERAL,IND,634,5,639,0.26,6
2026,213,Subham Jana,MALE,31.0,GENERAL,IND,410,13,423,0.17,7
2026,213,Swapan Ghorai,MALE,34.0,SC,IUC,239,17,256,0.1,8
2026,213,Manas Shit,MALE,41.0,SC,IND,197,4,201,0.08,9
2026,214,Santanu Pramanik,MALE,41.0,SC,BJP,129356,1230,130586,52.73,1
2026,214,Manab Kumar Parua,MALE,47.0,GENERAL,TMC,108835,873,109708,44.3,2
2026,214,Prativa Rani Kar Shasmal,FEMALE,44.0,GENERAL,RSP,3584,81,3665,1.48,3
2026,214,Biswajit Panigrahi,MALE,45.0,GENERAL,INC,1005,15,1020,0.41,4
2026,214,Gopal Chandra Patra,MALE,61.0,GENERAL,SUCI,946,15,961,0.39,5
2026,214,Makhan Lal Mahapatra,MALE,49.0,GENERAL,BSP,725,4,729,0.29,6
2026,214,Dibyendu Maity,MALE,39.0,GENERAL,IND,277,6,283,0.11,7
2026,215,Subrata Paik,MALE,58.0,SC,BJP,128593,1282,129875,54.96,1
2026,215,Rabin Chandra Mandal,MALE,43.0,SC,TMC,96235,950,97185,41.12,2
2026,215,Himangshu Das,MALE,65.0,SC,CPI(M),5302,63,5365,2.27,3
2026,215,Asit Pramanik,MALE,39.0,SC,INC,820,12,832,0.35,4
2026,215,Rabin Mandal,MALE,48.0,SC,IND,592,17,609,0.26,5
2026,215,Gostho Gopal Das,MALE,37.0,SC,BSP,543,4,547,0.23,6
2026,215,Mukunda Mondal,MALE,32.0,SC,IND,506,1,507,0.21,7
2026,215,Pabitra Mondal,MALE,36.0,SC,SUCI,343,5,348,0.15,8
2026,215,Subrata Paik,MALE,55.0,SC,IND,223,29,252,0.11,9
2026,215,Ghanashyam Das,MALE,35.0,SC,IND,207,0,207,0.09,10
2026,216,Arup Kumar Das,MALE,68.0,GENERAL,BJP,116110,2109,118219,55.54,1
2026,216,Tarun Kumar Jana,MALE,50.0,GENERAL,TMC,85573,1174,86747,40.76,2
2026,216,Teheran Hossain,MALE,44.0,GENERAL,CPI,3721,147,3868,1.82,3
2026,216,Raj Kumar Sheet,MALE,42.0,SC,IND,898,8,906,0.43,4
2026,216,Masud Mallik,MALE,55.0,GENERAL,INC,834,21,855,0.4,5
2026,216,Rafikul Islam,MALE,47.0,GENERAL,SUCI,363,9,372,0.17,6
2026,216,Hiralal Mirdha,MALE,41.0,GENERAL,BSP,195,3,198,0.09,7
2026,216,Biswajit Jana,MALE,49.0,GENERAL,IND,162,4,166,0.08,8
2026,216,Tapas Kumar Adhikari,MALE,39.0,GENERAL,IND,127,15,142,0.07,9
2026,216,Ajitesh Pahari,MALE,45.0,GENERAL,IND,63,11,74,0.03,10
2026,217,Dr. Chandra Sekhar Mondal,MALE,42.0,GENERAL,BJP,130466,1342,131808,53.83,1
2026,217,Akhil Giri,MALE,68.0,GENERAL,TMC,103868,1001,104869,42.83,2
2026,217,Asoke Kumar Maiti,MALE,68.0,GENERAL,CPI(M),5148,91,5239,2.14,3
2026,217,Narayan Barman,MALE,64.0,SC,SUCI,631,4,635,0.26,4
2026,217,Chandra Sekhar Dey,MALE,51.0,GENERAL,IND,624,3,627,0.26,5
2026,217,Srikrishna Bhunia,MALE,40.0,SC,IND,213,1,214,0.09,6
2026,217,Ahamadullah Khan Md.,MALE,45.0,GENERAL,IND,169,4,173,0.07,7
2026,218,Adhikari Dibyendu,MALE,49.0,GENERAL,BJP,141231,1439,142670,52.96,1
2026,218,Tarun Kumar Maity,MALE,58.0,GENERAL,TMC,115977,1001,116978,43.43,2
2026,218,Subrata Panda,MALE,70.0,GENERAL,CPI(M),5636,100,5736,2.13,3
2026,218,Anjan Kumar Pattanayak,MALE,69.0,GENERAL,INC,1745,15,1760,0.65,4
2026,218,Sanatan Giri,MALE,58.0,GENERAL,SUCI,960,8,968,0.36,5
2026,218,Sk Arif Ikbal,MALE,43.0,GENERAL,IND,537,2,539,0.2,6
2026,219,Ajit Kumar Jana,MALE,71.0,GENERAL,BJP,109458,801,110259,50.49,1
2026,219,Manik Maiti,MALE,58.0,GENERAL,TMC,99373,510,99883,45.74,2
2026,219,Shyamal Kanti Daspattanayek,MALE,58.0,GENERAL,CPI,3542,38,3580,1.64,3
2026,219,Subhash Das,MALE,64.0,GENERAL,SUCI,1185,4,1189,0.54,4
2026,219,Utpal Datta,MALE,63.0,GENERAL,INC,1101,8,1109,0.51,5
2026,219,Maidul Hoda,MALE,43.0,GENERAL,AJUP,624,0,624,0.29,6
2026,219,Ajit Kumar Kanango,MALE,31.0,GENERAL,IND,519,0,519,0.24,7
2026,220,Amiya Kisku,MALE,48.0,ST,BJP,99691,1166,100857,48.56,1
2026,220,Dulal Murmu,MALE,49.0,ST,TMC,93661,772,94433,45.46,2
2026,220,Dr. Pulin Bihari Baske,MALE,59.0,ST,CPI(M),5287,51,5338,2.57,3
2026,220,Banka Chand Mandi,MALE,62.0,ST,IND,1305,0,1305,0.63,4
2026,220,Prasanta Murmu,MALE,49.0,ST,INC,888,11,899,0.43,5
2026,220,Dilip Kumar Kisku,MALE,35.0,ST,IND,529,6,535,0.26,6
2026,220,Dhiren Murmu,MALE,42.0,ST,IND,507,4,511,0.25,7
2026,220,Kalicharan Beshra,MALE,42.0,ST,SUCI,506,2,508,0.24,8
2026,220,Jiten Saren,MALE,36.0,ST,IND,434,3,437,0.21,9
2026,221,Rajesh Mahata,MALE,51.0,GENERAL,BJP,113565,1118,114683,53.75,1
2026,221,Ajit Mahata,MALE,38.0,GENERAL,TMC,87135,873,88008,41.24,2
2026,221,Bikash Sharangi,MALE,60.0,GENERAL,CPI,3105,44,3149,1.48,3
2026,221,Sourav Ghosh,MALE,38.0,GENERAL,INC,1496,25,1521,0.71,4
2026,221,Subhash Mahato,MALE,49.0,GENERAL,IND,1209,0,1209,0.57,5
2026,221,Kanailal Raut,MALE,52.0,GENERAL,IND,667,10,677,0.32,6
2026,221,Ajit Mahato,MALE,43.0,GENERAL,IND,658,2,660,0.31,7
2026,221,Bimal Pal,MALE,42.0,GENERAL,IND,529,0,529,0.25,8
2026,221,Dharmapal Bisui,MALE,52.0,GENERAL,SUCI,413,2,415,0.19,9
2026,222,Lakshmi Kanta Sau,MALE,48.0,GENERAL,BJP,119065,1812,120877,54.71,1
2026,222,Mongal Saren,MALE,49.0,ST,TMC,81697,1033,82730,37.44,2
2026,222,Arjun Kumar Mahata,MALE,56.0,GENERAL,CPI(M),6466,138,6604,2.99,3
2026,222,Prasenjit De,MALE,51.0,GENERAL,INC,1453,53,1506,0.68,4
2026,222,Sundar Mohan Murmu,MALE,52.0,ST,BSP,1344,12,1356,0.61,5
2026,222,Prabir Mahata,MALE,34.0,GENERAL,IND,1235,15,1250,0.57,6
2026,222,Ashoke Mahata,MALE,36.0,GENERAL,IND,1004,6,1010,0.46,7
2026,222,Prabir Mandi,MALE,41.0,ST,IND,993,15,1008,0.46,8
2026,222,Subhasis Karak,MALE,62.0,GENERAL,IND,751,3,754,0.34,9
2026,222,Abhijit Singha,MALE,48.0,GENERAL,IND,658,10,668,0.3,10
2026,222,Subhas Chandra Singha,MALE,69.0,SC,SUCI,525,5,530,0.24,11
2026,222,Joyram Chalak,MALE,55.0,SC,AMB,381,4,385,0.17,12
2026,223,Bhadra Hemram,MALE,49.0,ST,BJP,112886,827,113713,50.8,1
2026,223,Ramjiban Mandi,MALE,53.0,ST,TMC,97413,413,97826,43.7,2
2026,223,Malina Murmu,FEMALE,35.0,ST,CPI(M),6177,71,6248,2.79,3
2026,223,Kalachand Tudu,MALE,58.0,ST,INC,1311,8,1319,0.59,4
2026,223,Sunil Singh,MALE,41.0,ST,SUCI,1228,5,1233,0.55,5
2026,223,Tapan Kumar Sing,MALE,46.0,ST,BSP,935,1,936,0.42,6
2026,223,Chunaram Saren,MALE,35.0,ST,IND,838,0,838,0.37,7
2026,223,Lakshmi Kanta Hembram,MALE,51.0,ST,IND,391,0,391,0.17,8
2026,224,Dilip Ghosh,MALE,61.0,GENERAL,BJP,88934,951,89885,55.6,1
2026,224,Pradip Sarkar,MALE,54.0,GENERAL,TMC,58999,380,59379,36.73,2
2026,224,Madhusudan Roy,MALE,62.0,GENERAL,CPI(M),5341,110,5451,3.37,3
2026,224,Dr. Papiya Chakraborty,FEMALE,46.0,GENERAL,INC,2843,36,2879,1.78,4
2026,224,Suranjan Mahapatra,MALE,59.0,GENERAL,SUCI,803,3,806,0.5,5
2026,224,Gokul Khatick,MALE,47.0,SC,BSP,772,3,775,0.48,6
2026,224,Bishnu Kumar Sahu,MALE,34.0,GENERAL,IND,562,1,563,0.35,7
2026,224,T. Anil Singh,MALE,40.0,GENERAL,RASLJP,354,1,355,0.22,8
2026,224,Azfar Ali Khan,MALE,60.0,GENERAL,IND,278,0,278,0.17,9
2026,225,Giri Ramaprasad,MALE,51.0,GENERAL,BJP,115133,917,116050,51.45,1
2026,225,Pratibha Maiti,FEMALE,61.0,GENERAL,TMC,95205,478,95683,42.42,2
2026,225,Tapas Sinha,MALE,59.0,GENERAL,CPI(M),7240,105,7345,3.26,3
2026,225,Shyama Pada Jana,MALE,69.0,GENERAL,SUCI,1543,15,1558,0.69,4
2026,225,Sk Alam Hossain,MALE,68.0,GENERAL,INC,1358,9,1367,0.61,5
2026,225,Tapas Mahapatra,MALE,51.0,GENERAL,IND,900,5,905,0.4,6
2026,225,Nityananda Raut,MALE,32.0,GENERAL,IND,347,1,348,0.15,7
2026,225,Amit Das,MALE,33.0,GENERAL,IND,245,1,246,0.11,8
2026,225,Sk Nurul Hasan,MALE,32.0,GENERAL,AJUP,208,1,209,0.09,9
2026,225,Ganesh Kisku,MALE,33.0,ST,BNARP,181,0,181,0.08,10
2026,226,Amal Kumar Panda,MALE,73.0,GENERAL,BJP,126496,1287,127783,49.66,1
2026,226,Manas Ranjan Bhunia,MALE,74.0,GENERAL,TMC,115706,941,116647,45.33,2
2026,226,Nakul Chandra Bera,MALE,55.0,SC,CPI(M),6849,129,6978,2.71,3
2026,226,Alak Kumar Samai,MALE,55.0,GENERAL,INC,2232,40,2272,0.88,4
2026,226,Tapan Kumar Sasmal,MALE,44.0,GENERAL,SUCI,1205,16,1221,0.47,5
2026,226,Debashis Barman,MALE,33.0,SC,AMB,629,1,630,0.24,6
2026,226,Rafik Ali Saiyed,MALE,52.0,GENERAL,IND,286,0,286,0.11,7
2026,226,Gopinath Dey,MALE,30.0,GENERAL,IND,212,6,218,0.08,8
2026,227,Swagata Manna,FEMALE,41.0,GENERAL,BJP,123210,979,124189,51.16,1
2026,227,Ajit Maity,MALE,72.0,GENERAL,TMC,105255,454,105709,43.55,2
2026,227,Ashok Sen,MALE,78.0,GENERAL,CPI,6363,60,6423,2.65,3
2026,227,Susanta Mandal,MALE,44.0,GENERAL,INC,1655,13,1668,0.69,4
2026,227,Tajambul Hossain Khan,MALE,64.0,GENERAL,IND,953,0,953,0.39,5
2026,227,Tapan Dhal,MALE,38.0,SC,IND,430,0,430,0.18,6
2026,227,Basudeb Pan,MALE,37.0,GENERAL,IND,399,0,399,0.16,7
2026,227,Sishir Kumar Manna,MALE,45.0,GENERAL,SUCI,263,8,271,0.11,8
2026,227,Kazi Abdur Rashid,MALE,39.0,GENERAL,AJUP,268,1,269,0.11,9
2026,227,Asish Kumar Bhunia,MALE,45.0,GENERAL,IND,145,1,146,0.06,10
2026,227,Ajit Maiti,MALE,45.0,GENERAL,IND,120,4,124,0.05,11
2026,228,Dinen Roy,MALE,70.0,GENERAL,TMC,97970,350,98320,47.14,1
2026,228,Tapan Bhuya,MALE,50.0,GENERAL,BJP,94614,834,95448,45.77,2
2026,228,Sk Sajahan Ali,MALE,54.0,GENERAL,CPI(M),7884,67,7951,3.81,3
2026,228,Ujjal Mukherjee,MALE,33.0,GENERAL,INC,1561,9,1570,0.75,4
2026,228,Manmatha Nath Dolai,MALE,63.0,GENERAL,IND,1428,1,1429,0.69,5
2026,228,Sujoy Ghosh,MALE,43.0,GENERAL,IND,889,0,889,0.43,6
2026,228,Akshay Khan,MALE,58.0,SC,SUCI,609,4,613,0.29,7
2026,228,Avijit Roy,MALE,34.0,GENERAL,IND,461,0,461,0.22,8
2026,228,Barsha Mahapatra,FEMALE,34.0,GENERAL,AMB,344,0,344,0.16,9
2026,229,Subhashis Om,MALE,41.0,GENERAL,BJP,113489,974,114463,52.67,1
2026,229,Rajib Banerjee,MALE,56.0,GENERAL,TMC,85169,493,85662,39.42,2
2026,229,Sumit Adhikari,MALE,38.0,GENERAL,CPI(M),12375,98,12473,5.74,3
2026,229,Chitta Ranjan Jana,MALE,71.0,GENERAL,INC,1324,13,1337,0.62,4
2026,229,Selim Khan,MALE,53.0,GENERAL,RASLJP,906,0,906,0.42,5
2026,229,Amal Kumar Hui,MALE,60.0,GENERAL,IND,749,2,751,0.35,6
2026,229,Dipankar Maity,MALE,54.0,GENERAL,SUCI,393,9,402,0.18,7
2026,229,Shubhamoy Nayek,MALE,32.0,SC,BNARP,238,4,242,0.11,8
2026,230,Tapan Kumar Dutta,MALE,64.0,GENERAL,BJP,132251,820,133071,52.8,1
2026,230,Ashis Hudait,MALE,65.0,GENERAL,TMC,100398,539,100937,40.05,2
2026,230,Ranajit Pal,MALE,45.0,GENERAL,CPI(M),12099,179,12278,4.87,3
2026,230,Kousik Goswami,MALE,53.0,GENERAL,INC,1656,9,1665,0.66,4
2026,230,Ashis Hutait,MALE,25.0,GENERAL,IND,876,2,878,0.35,5
2026,230,Mrinal Kanti Mandal,MALE,52.0,GENERAL,BSP,665,6,671,0.27,6
2026,230,Jagadish Mondal Adhikary,MALE,46.0,GENERAL,SUCI,432,6,438,0.17,7
2026,230,Basudeb Dinda,MALE,52.0,GENERAL,IND,393,5,398,0.16,8
2026,231,Sital Kapat,MALE,36.0,SC,BJP,130500,1050,131550,54.35,1
2026,231,Shyamali Sardar,FEMALE,33.0,SC,TMC,93338,555,93893,38.79,2
2026,231,Santi Nath Satick,MALE,57.0,SC,CPI(M),9218,134,9352,3.86,3
2026,231,Kaberi Dolui,FEMALE,61.0,SC,INC,1847,20,1867,0.77,4
2026,231,Ruma Patra,FEMALE,34.0,SC,IND,1370,4,1374,0.57,5
2026,231,Sujay Dolai,MALE,43.0,SC,BSP,989,2,991,0.41,6
2026,231,Khagendra Dolai,MALE,35.0,SC,IND,741,3,744,0.31,7
2026,231,Bivash Singha,MALE,32.0,SC,IND,484,0,484,0.2,8
2026,231,Narugopal Dolui,MALE,54.0,SC,SUCI,457,5,462,0.19,9
2026,232,Sukanta Dolui,MALE,41.0,SC,BJP,139736,781,140517,53.09,1
2026,232,Doloi Surjya Kanta,MALE,45.0,SC,TMC,106616,420,107036,40.44,2
2026,232,Suparna Dolai Mallick,FEMALE,40.0,SC,CPI(M),12085,57,12142,4.59,3
2026,232,Monika Midya,FEMALE,37.0,SC,INC,2486,14,2500,0.94,4
2026,232,Anjan Jana,MALE,63.0,SC,SUCI,698,2,700,0.26,5
2026,233,Pradip Lodha,MALE,65.0,GENERAL,BJP,112849,903,113752,51.23,1
2026,233,Uttara Singha (hazra),FEMALE,61.0,GENERAL,TMC,87199,328,87527,39.42,2
2026,233,Ghosh Tapan Kumar,MALE,64.0,GENERAL,CPI(M),14182,56,14238,6.41,3
2026,233,Siddhartha Bishai,MALE,59.0,SC,INC,1838,21,1859,0.84,4
2026,233,Madhuri Maiti,FEMALE,46.0,GENERAL,IND,957,2,959,0.43,5
2026,233,Sk. Md. Mokhdum,MALE,31.0,GENERAL,IND,661,2,663,0.3,6
2026,233,Tapas Kumar Mishra,MALE,57.0,GENERAL,SUCI,591,5,596,0.27,7
2026,234,Biman Mahata,MALE,36.0,GENERAL,BJP,131680,1176,132856,49.86,1
2026,234,Srikanta Mahata,MALE,49.0,GENERAL,TMC,117042,571,117613,44.14,2
2026,234,Mohan Tudu,MALE,47.0,ST,AISF,8582,53,8635,3.24,3
2026,234,Arup Mukherjee,MALE,61.0,GENERAL,INC,2685,12,2697,1.01,4
2026,234,Jharna Jana,FEMALE,52.0,GENERAL,SUCI,1753,5,1758,0.66,5
2026,234,Atanu Maji,MALE,29.0,GENERAL,IND,993,2,995,0.37,6
2026,235,Seuli Saha,FEMALE,56.0,SC,TMC,142633,490,143123,56.36,1
2026,235,Suvendu Samanta,MALE,42.0,SC,BJP,92591,427,93018,36.63,2
2026,235,Gurupada Mondal,MALE,62.0,SC,CPI(M),10358,74,10432,4.11,3
2026,235,Kamal Kishor,MALE,54.0,SC,INC,1829,7,1836,0.72,4
2026,235,Ajoy Dome,MALE,28.0,SC,IND,1832,0,1832,0.72,5
2026,235,Haradhan Sing,MALE,41.0,SC,SUCI,1552,8,1560,0.61,6
2026,235,Arun Karan,MALE,30.0,SC,IND,608,1,609,0.24,7
2026,236,Sankar Kumar Guchhait,MALE,42.0,GENERAL,BJP,130940,2101,133041,54.51,1
2026,236,Sujoy Hazra,MALE,51.0,GENERAL,TMC,93508,786,94294,38.63,2
2026,236,Manikuntal Khamrai,MALE,51.0,GENERAL,CPI,7484,165,7649,3.13,3
2026,236,Sambhunath Chattopadhyay,MALE,71.0,GENERAL,INC,2165,28,2193,0.9,4
2026,236,Sushrita Saren,FEMALE,30.0,ST,SUCI,1374,12,1386,0.57,5
2026,236,Sk. Mafizul Haque,MALE,45.0,GENERAL,IND,1100,5,1105,0.45,6
2026,236,Pronab Kumar Biswas,MALE,62.0,SC,BSP,1014,3,1017,0.42,7
2026,236,Shankar Chakraborty,MALE,47.0,GENERAL,IND,814,1,815,0.33,8
2026,236,Saleha Begum,FEMALE,45.0,GENERAL,RASLJP,618,3,621,0.25,9
2026,236,Shashanka Patra,MALE,74.0,GENERAL,AMB,334,3,337,0.14,10
2026,237,Dr. Pranat Tudu,MALE,48.0,ST,BJP,105828,1410,107238,51.54,1
2026,237,Birbaha Hansda,FEMALE,43.0,ST,TMC,83437,824,84261,40.49,2
2026,237,Rabindranath Sardar,MALE,51.0,ST,CPI(M),5556,63,5619,2.7,3
2026,237,Golapi Saren,FEMALE,50.0,ST,INC,2013,27,2040,0.98,4
2026,237,Bholanath Sardar,MALE,44.0,ST,BSP,1897,11,1908,0.92,5
2026,237,Mrityunjay Saren,MALE,29.0,ST,IND,1399,7,1406,0.68,6
2026,237,Samay Hansda,MALE,40.0,ST,IND,1327,12,1339,0.64,7
2026,237,Bhim Saren,MALE,41.0,ST,IND,918,6,924,0.44,8
2026,237,Rajib Mudi,MALE,41.0,ST,SUCI,655,10,665,0.32,9
2026,238,Labsen Baskey,MALE,50.0,ST,BJP,132724,1356,134080,50.37,1
2026,238,Rajib Lochan Saren,MALE,52.0,ST,TMC,103933,570,104503,39.26,2
2026,238,Rathu Singh,MALE,58.0,ST,CPI(M),15363,111,15474,5.81,3
2026,238,Siten Mandi,MALE,49.0,ST,INC,2800,33,2833,1.06,4
2026,238,Umesh Chandra Baskey,MALE,46.0,ST,APOI,2199,11,2210,0.83,5
2026,238,Tikaram Hembram,MALE,49.0,ST,BSP,1891,4,1895,0.71,6
2026,238,Bijay Kumar Mandi,MALE,37.0,ST,IND,1248,1,1249,0.47,7
2026,238,Sobharam Murmu,MALE,53.0,ST,IND,1149,5,1154,0.43,8
2026,239,Jaladhar Mahato,MALE,40.0,GENERAL,BJP,117315,1106,118421,53.84,1
2026,239,Shantiram Mahato,MALE,73.0,GENERAL,TMC,82838,532,83370,37.9,2
2026,239,Namita Mahato,FEMALE,30.0,GENERAL,CPI(M),6538,37,6575,2.99,3
2026,239,Sukanta Mahato,MALE,43.0,GENERAL,INC,2818,12,2830,1.29,4
2026,239,Anandi Tudu,FEMALE,57.0,ST,BSP,1697,1,1698,0.77,5
2026,239,Sitaram Hansda,MALE,51.0,ST,APOI,1627,3,1630,0.74,6
2026,239,Rabilal Mandi,MALE,38.0,ST,IND,1072,5,1077,0.49,7
2026,239,Sharat Sahis,MALE,31.0,SC,RASLJP,685,0,685,0.31,8
2026,239,Bholanath Murmmu,MALE,55.0,GENERAL,SUCI,653,3,656,0.3,9
2026,239,Ajay Gorain,MALE,32.0,GENERAL,IND,629,1,630,0.29,10
2026,240,Rahidas Mahato,MALE,35.0,GENERAL,BJP,111562,1101,112663,48.95,1
2026,240,Sushanta Mahato,MALE,44.0,GENERAL,TMC,71393,453,71846,31.22,2
2026,240,Nepal Chandra Mahato,MALE,65.0,GENERAL,INC,31466,220,31686,13.77,3
2026,240,Parimal Kumar,MALE,44.0,GENERAL,AIFB,4735,47,4782,2.08,4
2026,240,Manoj Kumar Mahato,MALE,51.0,GENERAL,JLKM,1753,4,1757,0.76,5
2026,240,Mihir Chandra Mahato,MALE,43.0,GENERAL,IND,1312,3,1315,0.57,6
2026,240,Paritosh Singh Babu,MALE,55.0,ST,SUCI,1122,5,1127,0.49,7
2026,240,Tushar Mahato,MALE,25.0,GENERAL,IND,989,1,990,0.43,8
2026,240,Suman Kumar Singha,MALE,33.0,GENERAL,IND,690,1,691,0.3,9
2026,240,Ujjwal Paramanik,MALE,32.0,GENERAL,IND,433,0,433,0.19,10
2026,240,Pashupati Mahato,MALE,71.0,GENERAL,AMB,408,2,410,0.18,11
2026,241,Biswajit Mahato,MALE,35.0,GENERAL,BJP,103904,764,104668,44.88,1
2026,241,Arjun Mahato,MALE,30.0,GENERAL,TMC,82013,437,82450,35.36,2
2026,241,Phanibhushan Kumar,MALE,60.0,GENERAL,INC,23117,146,23263,9.98,3
2026,241,Dibyajoti Singh Deo,MALE,41.0,GENERAL,JLKM,9105,47,9152,3.92,4
2026,241,Dhirendranath Mahato,MALE,70.0,GENERAL,AIFB,5736,69,5805,2.49,5
2026,241,Ashok Kumar Murmu,MALE,43.0,GENERAL,IND,1169,16,1185,0.51,6
2026,241,Suphal Chandra Kumar,MALE,63.0,GENERAL,SUCI,984,2,986,0.42,7
2026,241,Shakti Pada Gorain,MALE,55.0,GENERAL,AMB,840,9,849,0.36,8
2026,241,Animesh Mahato,MALE,35.0,GENERAL,IND,818,1,819,0.35,9
2026,241,Joyram Murmu,MALE,34.0,GENERAL,IND,782,5,787,0.34,10
2026,242,Sudip Kumar Mukherjee,MALE,55.0,GENERAL,BJP,127078,1376,128454,55.69,1
2026,242,Sujoy Banerjee,MALE,68.0,GENERAL,TMC,78714,487,79201,34.34,2
2026,242,Sayantan Ghosh,MALE,26.0,GENERAL,CPI(M),10521,154,10675,4.63,3
2026,242,Dibyajyoti Prasad Singh Deo,MALE,47.0,GENERAL,INC,4318,49,4367,1.89,4
2026,242,Shobha Mahato,FEMALE,47.0,GENERAL,SUCI,1323,12,1335,0.58,5
2026,242,Mathan Chandra Mahato,MALE,71.0,GENERAL,BMUP,908,0,908,0.39,6
2026,242,Dhiren Rajak,MALE,68.0,SC,BHMP,895,5,900,0.39,7
2026,242,Pintu Bauri,MALE,39.0,GENERAL,IND,638,1,639,0.28,8
2026,242,Partha Bauri,MALE,27.0,SC,BSP,610,1,611,0.26,9
2026,242,Pijush Kanti Rajak,MALE,53.0,SC,IND,585,1,586,0.25,10
2026,242,Bidesh Chandra Paul,MALE,53.0,GENERAL,RASLJP,521,0,521,0.23,11
2026,242,Nageswar Mahato,MALE,67.0,GENERAL,AMB,399,2,401,0.17,12
2026,242,Nirod Baran Ojha,MALE,62.0,GENERAL,PDS,323,4,327,0.14,13
2026,243,Mayna Murmu,FEMALE,27.0,ST,BJP,119195,1292,120487,50.95,1
2026,243,Sandhya Rani Tudu,FEMALE,55.0,ST,TMC,92564,640,93204,39.42,2
2026,243,Shantimani Murmu,FEMALE,52.0,ST,CPI(M),13262,148,13410,5.67,3
2026,243,Sambari Mahali,FEMALE,31.0,ST,INC,2017,20,2037,0.86,4
