state,ac_no,ac_name,candidate,gender,age,category,party,general_votes,postal_votes,total_votes,vote_pct,total_electors,year
West Bengal,104,NAIHATI,Sumitro Chatterjee,MALE,62.0,GENERAL,BJP,76696,788,77484,49.15,171184,2026
West Bengal,104,NAIHATI,Sanat Dey,MALE,51.0,GENERAL,TMC,66460,594,67054,42.53,171184,2026
West Bengal,104,NAIHATI,Debajyoti Majumder,MALE,69.0,GENERAL,CPI(ML)(L),7603,124,7727,4.9,171184,2026
West Bengal,104,NAIHATI,Pradip Kumar Kundu,MALE,70.0,GENERAL,INC,1479,26,1505,0.95,171184,2026
West Bengal,104,NAIHATI,Nota,,,,NOTA,1157,30,1187,0.75,171184,2026
West Bengal,104,NAIHATI,Mamoni Adhikari (baidya),FEMALE,39.0,GENERAL,IND,954,3,957,0.61,171184,2026
West Bengal,104,NAIHATI,Debjit Mukherjee,MALE,38.0,GENERAL,BSP,638,11,649,0.41,171184,2026
West Bengal,104,NAIHATI,Dinesh Kumar Sharma,MALE,57.0,GENERAL,IND,451,0,451,0.29,171184,2026
West Bengal,104,NAIHATI,Milan Patra,MALE,41.0,SC,IND,337,0,337,0.21,171184,2026
West Bengal,104,NAIHATI,Sanjoy Roy,MALE,32.0,GENERAL,SUCI,311,2,313,0.2,171184,2026
West Bengal,105,BHATPARA,Pawan Kumar Singh,MALE,38.0,GENERAL,BJP,61277,406,61683,58.02,117493,2026
West Bengal,105,BHATPARA,Amit Gupta,MALE,44.0,GENERAL,TMC,38702,174,38876,36.57,117493,2026
West Bengal,105,BHATPARA,Ash Narayan Singh,MALE,66.0,GENERAL,CPI(M),2925,44,2969,2.79,117493,2026
West Bengal,105,BHATPARA,Nota,,,,NOTA,930,9,939,0.88,117493,2026
West Bengal,105,BHATPARA,Abdullah Khan Saheb,MALE,40.0,GENERAL,IND,444,0,444,0.42,117493,2026
West Bengal,105,BHATPARA,Dharmendra Shaw,MALE,57.0,GENERAL,INC,433,6,439,0.41,117493,2026
West Bengal,105,BHATPARA,Sadananda Rajak,MALE,66.0,SC,BSP,396,1,397,0.37,117493,2026
West Bengal,105,BHATPARA,Sujit Bose,MALE,63.0,GENERAL,SUCI,245,1,246,0.23,117493,2026
West Bengal,105,BHATPARA,Pawan Kumar Singh,MALE,35.0,GENERAL,IND,195,4,199,0.19,117493,2026
West Bengal,105,BHATPARA,Gaurab Prasad,MALE,35.0,GENERAL,IND,121,1,122,0.11,117493,2026
West Bengal,106,JAGATDAL,Dr. Rajesh Kumar,MALE,60.0,GENERAL,BJP,93541,810,94351,51.5,196204,2026
West Bengal,106,JAGATDAL,Somenath Shyam Ichini,MALE,55.0,GENERAL,TMC,72958,484,73442,40.09,196204,2026
West Bengal,106,JAGATDAL,Parvez Ahmad Khan,MALE,47.0,GENERAL,AIFB,8932,130,9062,4.95,196204,2026
West Bengal,106,JAGATDAL,Mandira Chakraborty,FEMALE,33.0,GENERAL,INC,1218,22,1240,0.68,196204,2026
West Bengal,106,JAGATDAL,Rajesh Thakur,MALE,41.0,GENERAL,IND,1042,3,1045,0.57,196204,2026
West Bengal,106,JAGATDAL,Nota,,,,NOTA,943,29,972,0.53,196204,2026
West Bengal,106,JAGATDAL,Sharmistha Das,FEMALE,42.0,GENERAL,IND,700,1,701,0.38,196204,2026
West Bengal,106,JAGATDAL,Kanika Patra,FEMALE,56.0,SC,BSP,538,8,546,0.3,196204,2026
West Bengal,106,JAGATDAL,Pranab Chowdhury,MALE,69.0,GENERAL,SUCI,508,3,511,0.28,196204,2026
West Bengal,106,JAGATDAL,Suvamay Pan,MALE,48.0,GENERAL,IND,394,10,404,0.22,196204,2026
West Bengal,106,JAGATDAL,Somenath Mitra,MALE,62.0,GENERAL,IND,311,0,311,0.17,196204,2026
West Bengal,106,JAGATDAL,Bula Adhikary,FEMALE,56.0,GENERAL,IND,230,1,231,0.13,196204,2026
West Bengal,106,JAGATDAL,Sheo Prasad Tiwari,MALE,59.0,GENERAL,BRFB,219,0,219,0.12,196204,2026
West Bengal,106,JAGATDAL,Pramod Singh,MALE,52.0,GENERAL,IND,158,0,158,0.09,196204,2026
West Bengal,107,NOAPARA,Arjun Singh,MALE,64.0,GENERAL,BJP,93483,932,94415,48.37,214216,2026
West Bengal,107,NOAPARA,Trinankur Bhattacharjee,MALE,34.0,GENERAL,TMC,76112,647,76759,39.33,214216,2026
West Bengal,107,NOAPARA,Gargi Chatterjee,FEMALE,54.0,GENERAL,CPI(M),17394,302,17696,9.07,214216,2026
West Bengal,107,NOAPARA,Asoke Bhattacharya,MALE,50.0,GENERAL,INC,1885,37,1922,0.98,214216,2026
West Bengal,107,NOAPARA,Nota,,,,NOTA,1351,21,1372,0.7,214216,2026
West Bengal,107,NOAPARA,Maqsud Hasan,MALE,51.0,GENERAL,IND,874,1,875,0.45,214216,2026
West Bengal,107,NOAPARA,Mina Majumdar,FEMALE,34.0,SC,BSP,571,9,580,0.3,214216,2026
West Bengal,107,NOAPARA,Supriyo Dey,MALE,31.0,GENERAL,IND,358,0,358,0.18,214216,2026
West Bengal,107,NOAPARA,Bishal Kumar Mandal,MALE,30.0,GENERAL,IND,258,2,260,0.13,214216,2026
West Bengal,107,NOAPARA,Hriday Kant Pathak,MALE,69.0,GENERAL,IND,221,0,221,0.11,214216,2026
West Bengal,107,NOAPARA,Banti Rajak,MALE,33.0,GENERAL,IND,125,0,125,0.06,214216,2026
West Bengal,107,NOAPARA,Izaharul Haque,MALE,50.0,GENERAL,IND,123,0,123,0.06,214216,2026
West Bengal,107,NOAPARA,Biplob Mitra,MALE,46.0,GENERAL,AJUP,121,1,122,0.06,214216,2026
West Bengal,107,NOAPARA,Jayanta Kumar Banerjee,MALE,49.0,GENERAL,IND,120,1,121,0.06,214216,2026
West Bengal,107,NOAPARA,Vikash Kumar Ram,MALE,25.0,GENERAL,IND,118,0,118,0.06,214216,2026
West Bengal,107,NOAPARA,Amit Kumar Shaw,MALE,38.0,GENERAL,IND,109,1,110,0.06,214216,2026
West Bengal,108,BARRACKPUR,Kaustuv Bagchi,MALE,35.0,GENERAL,BJP,77559,907,78466,50.65,171212,2026
West Bengal,108,BARRACKPUR,Raj Chakraborty (raju),MALE,51.0,GENERAL,TMC,62093,551,62644,40.44,171212,2026
West Bengal,108,BARRACKPUR,Suman Ranjan Bandyopadhyay,MALE,53.0,GENERAL,CPI(M),10011,186,10197,6.58,171212,2026
