ac_no,ac_name,district,region,reservation,winner_2021,winner_2026,winner_name_2021,winner_name_2026,margin_2021,margin_2026,margin_pct_2021,margin_pct_2026,roll_2021,roll_2026,turnout_2021,turnout_2026,tmc_votes_2021,tmc_votes_2026,bjp_votes_2021,bjp_votes_2026,other_votes_2021,other_votes_2026,total_votes_2021,total_votes_2026,roll_change_pct,turnout_change_pts,outcome,flipped
177,ULUBERIA UTTAR,Howrah,Kolkata & Howrah,SC,TMC,BJP,Dr. Nirmal Maji,Chiran Bera,21003,4177.0,11.31,2.05,224423,214715.0,82.78,94.76,91501.0,89143.0,70498.0,93320.0,22533.0,19912.0,184532.0,202375.0,-4.33,11.98,TMC to BJP,Flipped
178,ULUBERIA DAKSHIN,Howrah,Kolkata & Howrah,GEN,TMC,TMC,PULAK ROY,Pulak Roy,28438,17187.0,14.06,7.6,237620,237104.0,85.12,95.43,101880.0,109649.0,73442.0,92462.0,25470.0,22714.0,200792.0,224825.0,-0.22,10.31,Held,Held
179,SHYAMPUR,Howrah,Kolkata & Howrah,GEN,TMC,BJP,KALIPADA MANDAL,Dr. Hiranmoy Chattopadhyaya (hiraan),31511,22260.0,14.2,9.1,257593,259440.0,86.14,94.31,114804.0,103391.0,83293.0,125651.0,22650.0,14534.0,220747.0,243576.0,0.72,8.17,TMC to BJP,Flipped
180,BAGNAN,Howrah,Kolkata & Howrah,GEN,TMC,TMC,Arunava Sen (Raja),Arunava Sen,30120,11316.0,15.06,5.18,231216,230726.0,86.47,94.66,106042.0,105060.0,75922.0,93744.0,16423.0,17554.0,198387.0,216358.0,-0.21,8.19,Held,Held
181,AMTA,Howrah,Kolkata & Howrah,GEN,TMC,BJP,SUKANTA KUMAR PAUL,Amit Samanta,26205,4454.0,12.55,1.88,261881,257113.0,79.73,92.18,102445.0,100195.0,76240.0,104649.0,28823.0,30302.0,207508.0,235146.0,-1.82,12.45,TMC to BJP,Flipped
182,UDAYNARAYANPUR,Howrah,Kolkata & Howrah,GEN,TMC,TMC,SAMIR KUMAR PANJA,Samir Kumar Panja,13998,12227.0,7.06,5.72,235467,229303.0,84.18,93.15,101510.0,105802.0,87512.0,93575.0,7969.0,13204.0,196991.0,212581.0,-2.62,8.97,Held,Held
183,JAGATBALLAVPUR,Howrah,Kolkata & Howrah,GEN,TMC,BJP,SITANATH GHOSH,Anupam Ghosh,29196,6671.0,12.39,2.64,288158,270866.0,81.8,93.23,116562.0,108937.0,87366.0,115608.0,29024.0,25771.0,232952.0,250316.0,-6.0,11.43,TMC to BJP,Flipped
184,DOMJUR,Howrah,Kolkata & Howrah,GEN,TMC,TMC,KALYAN GHOSH,Tapas Maity,42620,42177.0,16.98,16.59,299250,269344.0,83.87,94.37,130499.0,134036.0,87879.0,91859.0,30518.0,27109.0,248896.0,253004.0,-9.99,10.5,Held,Held
185,UTTARPARA,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,KANCHAN MULLICK,Dipanjan Chakraborty,35989,10415.0,18.0,5.07,259814,228576.0,76.94,89.88,93878.0,70197.0,57889.0,80612.0,44774.0,52923.0,196541.0,203732.0,-12.02,12.94,TMC to BJP,Flipped
186,SREERAMPUR,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,DR. SUDIPTO ROY,Bhaskar Bhattacharya,23433,8685.0,12.46,4.66,252758,206216.0,74.41,90.34,93021.0,76959.0,69588.0,85644.0,23072.0,21877.0,185681.0,184480.0,-18.41,15.93,TMC to BJP,Flipped
187,CHAMPDANI,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,ARINDAM GUIN (BUBAI),Dilip Singh,30078,3026.0,14.95,1.48,263372,222304.0,76.37,91.95,100972.0,90678.0,70894.0,93704.0,25918.0,18006.0,197784.0,202388.0,-15.59,15.58,TMC to BJP,Flipped
188,SINGUR,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,BECHARAM MANNA,Arup Kumar Das,25923,21438.0,12.35,9.63,246867,237516.0,85.04,93.71,101077.0,91570.0,75154.0,113008.0,31362.0,16105.0,207593.0,220683.0,-3.79,8.67,TMC to BJP,Flipped
189,CHANDANNAGAR,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,INDRANIL SEN,Deepanjan Kumar Guha,31029,13441.0,17.03,7.19,229572,203795.0,79.36,91.71,86778.0,72832.0,55749.0,86273.0,36628.0,25788.0,179155.0,184893.0,-11.23,12.35,TMC to BJP,Flipped
190,CHUNCHURA,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,Asit Mazumder (Tapan),Subir Nag,18417,43435.0,7.23,17.02,314274,276244.0,81.06,92.38,117104.0,94269.0,98687.0,137704.0,34608.0,20216.0,250399.0,252189.0,-12.1,11.32,TMC to BJP,Flipped
191,BALAGARH,Hooghly,Hooghly & Purba Medinipur,SC,TMC,BJP,MANORANJAN BAPARI,Sumana Sarkar,5784,41914.0,2.63,18.54,258955,240491.0,84.94,93.99,100364.0,83710.0,94580.0,125624.0,21908.0,15350.0,216852.0,224684.0,-7.13,9.05,TMC to BJP,Flipped
192,PANDUA,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,Dr. Ratna De Nag,Tusar Kumar Majumdar,31858,5228.0,14.24,2.24,270503,249215.0,82.68,93.78,102874.0,96121.0,71016.0,101349.0,47610.0,34597.0,221500.0,232067.0,-7.87,11.1,TMC to BJP,Flipped
193,SAPTAGRAM,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,TAPAN DASGUPTA,Swaraj Ghosh,9772,23289.0,5.08,11.85,234840,210597.0,81.84,93.35,93328.0,79125.0,83556.0,102414.0,12269.0,13944.0,189153.0,195483.0,-10.32,11.51,TMC to BJP,Flipped
194,CHANDITALA,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,TMC,SWATI KHANDOKER,Swati Khandoker,41347,19663.0,19.96,8.64,263257,246622.0,78.67,92.24,103118.0,107143.0,61771.0,87480.0,40061.0,31398.0,204950.0,226021.0,-6.32,13.57,Held,Held
195,JANGIPARA,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,SNEHASIS CHAKRABORTY,Prosenjit Bag,17926,862.0,8.52,0.37,257025,251164.0,81.86,92.49,101885.0,101547.0,83959.0,102409.0,21527.0,25947.0,207371.0,229903.0,-2.28,10.63,TMC to BJP,Flipped
196,HARIPAL,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,Dr. Karabi Manna,Madhumita Ghosh,23072,3488.0,10.45,1.42,269649,264434.0,81.87,93.03,110215.0,109844.0,87143.0,113332.0,20049.0,21071.0,217407.0,244247.0,-1.93,11.16,TMC to BJP,Flipped
197,DHANEKHALI,Hooghly,Hooghly & Purba Medinipur,SC,TMC,TMC,ASIMA PATRA,Asima Patra,30159,13057.0,12.9,5.27,271518,262844.0,86.12,94.23,124776.0,123462.0,94617.0,110405.0,12263.0,10928.0,231656.0,244795.0,-3.19,8.11,Held,Held
198,TARAKESWAR,Hooghly,Hooghly & Purba Medinipur,GEN,TMC,BJP,RAMENDU SINHARAY,Santu Pan,7484,30999.0,3.63,13.99,239820,235634.0,85.86,94.03,96698.0,85902.0,89214.0,116901.0,17253.0,17290.0,203165.0,220093.0,-1.75,8.17,TMC to BJP,Flipped
199,PURSURAH,Hooghly,Hooghly & Purba Medinipur,GEN,BJP,BJP,BIMAN GHOSH,Biman Ghosh,28178,53453.0,12.63,22.19,259988,259825.0,85.8,92.73,91156.0,85368.0,119334.0,138821.0,9796.0,13956.0,220286.0,238145.0,-0.06,6.93,Held,Held
200,ARAMBAG,Hooghly,Hooghly & Purba Medinipur,SC,BJP,BJP,MADHUSUDAN BAG,Bag Hemanta,7172,28959.0,3.26,12.28,257621,253519.0,85.38,93.04,95936.0,94041.0,103108.0,123000.0,17745.0,17228.0,216789.0,234269.0,-1.59,7.66,Held,Held
201,GOGHAT,Hooghly,Hooghly & Purba Medinipur,SC,BJP,BJP,BISWANATH KARAK,Prasanta Digar,4147,49582.0,1.89,21.16,246570,248328.0,89.04,94.36,98080.0,84916.0,102227.0,134498.0,16756.0,12486.0,217063.0,231900.0,0.71,5.32,Held,Held
202,KHANAKUL,Hooghly,Hooghly & Purba Medinipur,GEN,BJP,BJP,SUSANTA GHOSH,Susanta Ghosh,12884,34483.0,5.91,14.54,277259,268692.0,78.62,88.26,94519.0,92246.0,107403.0,126729.0,12791.0,16465.0,214713.0,235440.0,-3.09,9.64,Held,Held
203,TAMLUK,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,Saumen Kumar Mahapatra,Hare Krishna Bera,793,34729.0,0.34,13.52,266881,274816.0,88.44,93.49,108243.0,101837.0,107450.0,136566.0,19202.0,16944.0,234895.0,255347.0,2.97,5.05,TMC to BJP,Flipped
204,PANSKURA PURBA,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,Biplab Roy Chowdhury,Subrata Maity(rana),9660,17903.0,4.87,8.11,236306,238674.0,83.96,92.48,91213.0,91361.0,81553.0,109264.0,24451.0,18716.0,197217.0,219341.0,1.0,8.52,TMC to BJP,Flipped
205,PANSKURA PASCHIM,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,PHIROJA BIBI,Sintu Senapati,8889,32567.0,3.8,12.6,274092,279248.0,85.42,92.55,111705.0,105352.0,102816.0,137919.0,18283.0,13899.0,232804.0,257170.0,1.88,7.13,TMC to BJP,Flipped
206,MOYNA,Purba Medinipur,Hooghly & Purba Medinipur,GEN,BJP,BJP,Ashoke Dinda,Ashoke Dinda,1260,16241.0,0.56,6.59,255164,265481.0,87.96,92.79,106849.0,110925.0,108109.0,127166.0,8141.0,7181.0,223099.0,245272.0,4.04,4.83,Held,Held
207,NANDAKUMAR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,SUKUMAR DE,Khanra Nirmal,5406,30603.0,2.38,12.27,253829,264738.0,89.54,94.17,108181.0,100873.0,102775.0,131476.0,14846.0,15769.0,225802.0,248118.0,4.3,4.63,TMC to BJP,Flipped
208,MAHISADAL,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,TILAK KUMAR CHAKRABORTY,Subhas Chandra Panja,2386,26238.0,1.09,11.02,245266,253752.0,89.44,93.87,101986.0,95346.0,99600.0,121584.0,16004.0,20415.0,217590.0,237345.0,3.46,4.43,TMC to BJP,Flipped
209,HALDIA,Purba Medinipur,Hooghly & Purba Medinipur,SC,BJP,BJP,Tapasi Mondal,Pradip Kumar Bijali,15008,49062.0,6.8,20.49,251051,252092.0,87.96,94.98,89118.0,83121.0,104126.0,132183.0,26166.0,23076.0,219410.0,238380.0,0.41,7.02,Held,Held
210,NANDIGRAM,Purba Medinipur,Hooghly & Purba Medinipur,GEN,BJP,BJP,ADHIKARI SUVENDU,Adhikari Suvendu,1956,9665.0,0.86,3.82,257999,267174.0,88.53,94.59,108808.0,117636.0,110764.0,127301.0,7743.0,6866.0,227315.0,251803.0,3.56,6.06,Held,Held
211,CHANDIPUR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,Soham Chakraborty,Pijush Kanti Das,13472,20270.0,6.11,8.38,245775,256364.0,89.65,94.38,109770.0,105777.0,96298.0,126047.0,13523.0,9516.0,219591.0,241340.0,4.31,4.73,TMC to BJP,Flipped
212,PATASHPUR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,UTTAM BARIK,Tapan Maity,9994,9051.0,4.79,3.9,236413,247529.0,88.33,93.75,105299.0,107538.0,95305.0,116589.0,7362.0,7085.0,207966.0,231212.0,4.7,5.42,TMC to BJP,Flipped
213,KANTHI UTTAR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,BJP,BJP,SUMITA SINHA,Sumita Sinha,9330,20055.0,4.08,8.04,257427,263871.0,88.73,94.52,104194.0,110033.0,113524.0,130088.0,9206.0,7833.0,226924.0,247954.0,2.5,5.79,Held,Held
214,BHAGABANPUR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,BJP,BJP,RABINDRANATH MAITY,Santanu Pramanik,27549,20878.0,12.37,8.43,254184,264293.0,87.59,93.7,93931.0,109708.0,121480.0,130586.0,6220.0,6658.0,221631.0,246952.0,3.98,6.11,Held,Held
215,KHEJURI,Purba Medinipur,Hooghly & Purba Medinipur,SC,BJP,BJP,SANTANU PRAMANIK,Subrata Paik,17965,32690.0,8.45,13.83,238630,248386.0,89.1,95.15,92442.0,97185.0,110407.0,129875.0,8636.0,8667.0,211485.0,235727.0,4.09,6.05,Held,Held
216,KANTHI DAKSHIN,Purba Medinipur,Hooghly & Purba Medinipur,GEN,BJP,BJP,ARUP KUMAR DAS,Arup Kumar Das,10293,31472.0,5.29,14.79,224657,228412.0,86.66,93.18,88184.0,86747.0,98477.0,118219.0,7150.0,6581.0,193811.0,211547.0,1.67,6.52,Held,Held
217,RAMNAGAR,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,AKHIL GIRI,Dr. Chandra Sekhar Mondal,12517,26939.0,5.64,11.0,264900,269545.0,83.83,90.84,112622.0,104869.0,100105.0,131808.0,8100.0,6888.0,220827.0,243565.0,1.75,7.01,TMC to BJP,Flipped
218,EGRA,Purba Medinipur,Hooghly & Purba Medinipur,GEN,TMC,BJP,TARUN KUMAR MAITY,Adhikari Dibyendu,18491,25692.0,7.68,9.54,284614,291907.0,84.61,92.28,125763.0,116978.0,107272.0,142670.0,6389.0,9003.0,239424.0,268651.0,2.56,7.67,TMC to BJP,Flipped
219,DANTAN,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,BIKRAM CHANDRA PRADHAN,Ajit Kumar Jana,623,10376.0,0.31,4.75,233841,236370.0,84.59,92.39,95209.0,99883.0,94586.0,110259.0,6753.0,7021.0,196548.0,217163.0,1.08,7.8,TMC to BJP,Flipped
220,NAYAGRAM,Jhargram,Jangalmahal,ST,TMC,BJP,DULAL MURMU,Amiya Kisku,22754,6424.0,11.83,3.09,226791,227076.0,84.82,91.47,100903.0,94433.0,78149.0,100857.0,10216.0,9533.0,189268.0,204823.0,0.13,6.65,TMC to BJP,Flipped
221,GOPIBALLAVPUR,Jhargram,Jangalmahal,GEN,TMC,BJP,Dr. Khagendra Nath Mahata,Rajesh Mahata,23768,26675.0,11.94,12.5,226417,228063.0,87.92,93.56,104115.0,88008.0,80347.0,114683.0,11817.0,8160.0,196279.0,210851.0,0.73,5.64,TMC to BJP,Flipped
222,JHARGRAM,Jhargram,Jangalmahal,GEN,TMC,BJP,BIRBAHA HANSDA,Lakshmi Kanta Sau,38240,38147.0,18.95,17.27,236035,235603.0,85.49,93.78,109493.0,82730.0,71253.0,120877.0,17415.0,15071.0,198161.0,218678.0,-0.18,8.29,TMC to BJP,Flipped
223,KESHIARY,Paschim Medinipur,Jangalmahal,ST,TMC,BJP,PARESH MURMU,Bhadra Hemram,15330,15887.0,7.21,7.1,238835,238855.0,89.05,93.71,106366.0,97826.0,91036.0,113713.0,12709.0,10965.0,210111.0,222504.0,0.01,4.66,TMC to BJP,Flipped
224,KHARAGPUR SADAR,Paschim Medinipur,Jangalmahal,GEN,BJP,BJP,HIRANMOY CHATTOPADHYAYA,Dilip Ghosh,3771,30506.0,2.2,18.87,234672,180764.0,73.03,89.43,75836.0,59379.0,79607.0,89885.0,13299.0,11107.0,168742.0,160371.0,-22.97,16.4,Held,Held
225,NARAYANGARH,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,ATTA SURJA KANTA,Giri Ramaprasad,2416,20367.0,1.11,9.03,243832,239375.0,89.3,94.22,100894.0,95683.0,98478.0,116050.0,16622.0,12159.0,215994.0,223892.0,-1.83,4.92,TMC to BJP,Flipped
226,SABANG,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,MANAS RANJAN BHUNIA,Amal Kumar Panda,9864,11136.0,4.18,4.33,264783,274846.0,89.21,93.63,112098.0,116647.0,102234.0,127783.0,20335.0,11605.0,234667.0,256035.0,3.8,4.42,TMC to BJP,Flipped
227,PINGLA,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,AJIT MAITY,Swagata Manna,6656,18480.0,2.91,7.61,255054,256233.0,89.66,94.74,112435.0,105709.0,105779.0,124189.0,8382.0,10683.0,226596.0,240581.0,0.46,5.08,TMC to BJP,Flipped
228,KHARAGPUR,Paschim Medinipur,Jangalmahal,GEN,TMC,TMC,DINEN ROY,Dinen Roy,36230,2872.0,18.11,1.38,227081,218527.0,88.09,95.44,109727.0,98320.0,73497.0,95448.0,14506.0,13257.0,197730.0,207025.0,-3.77,7.35,Held,Held
229,DEBRA,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,HUMAYUN KABIR,Subhashis Om,11226,28801.0,5.48,13.25,234184,232197.0,87.48,93.59,95850.0,85662.0,84624.0,114463.0,23039.0,16111.0,203513.0,216236.0,-0.85,6.11,TMC to BJP,Flipped
230,DASPUR,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,MAMATA BHUNIA,Tapan Kumar Dutta,26842,32134.0,12.07,12.75,298096,296256.0,74.63,85.08,114753.0,100937.0,87911.0,133071.0,18432.0,16328.0,221096.0,250336.0,-0.62,10.45,TMC to BJP,Flipped
231,GHATAL,Paschim Medinipur,Jangalmahal,SC,BJP,BJP,SITAL KAPAT,Sital Kapat,966,37657.0,0.43,15.56,279908,276794.0,80.52,87.44,104846.0,93893.0,105812.0,131550.0,13412.0,15274.0,224070.0,240717.0,-1.11,6.92,Held,Held
232,CHANDRAKONA,Paschim Medinipur,Jangalmahal,SC,TMC,BJP,ARUP DHARA,Sukanta Dolui,11281,33481.0,4.52,12.65,279867,283081.0,89.08,93.5,121846.0,107036.0,110565.0,140517.0,13998.0,15342.0,246409.0,262895.0,1.15,4.42,TMC to BJP,Flipped
233,GARBETA,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,Uttara Singha (Hazra),Pradip Lodha,10572,26225.0,5.09,11.81,232046,233655.0,89.5,95.03,94928.0,87527.0,84356.0,113752.0,25678.0,18315.0,204962.0,219594.0,0.69,5.53,TMC to BJP,Flipped
234,SALBONI,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,Srikanta Mahata,Biman Mahata,32644,15243.0,13.1,5.72,276940,279613.0,89.98,95.3,126020.0,117613.0,93376.0,132856.0,27834.0,14085.0,247230.0,264554.0,0.97,5.32,TMC to BJP,Flipped
235,KESHPUR,Paschim Medinipur,Jangalmahal,SC,TMC,TMC,Seuli Saha,Seuli Saha,20720,50105.0,9.0,19.73,261529,268213.0,88.03,94.69,116992.0,143123.0,96272.0,93018.0,13670.0,16269.0,226934.0,252410.0,2.56,6.66,Held,Held
236,MEDINIPUR,Paschim Medinipur,Jangalmahal,GEN,TMC,BJP,June Maliah,Sankar Kumar Guchhait,24397,38747.0,10.21,15.87,280060,260610.0,85.3,93.66,121175.0,94294.0,96778.0,133041.0,17017.0,15123.0,234970.0,242458.0,-6.94,8.36,TMC to BJP,Flipped
237,BINPUR,Jhargram,Jangalmahal,ST,TMC,BJP,DEBNATH HANSDA,Dr. Pranat Tudu,39494,22977.0,20.92,11.04,224036,221524.0,84.27,93.93,100277.0,84261.0,60783.0,107238.0,24433.0,13901.0,185493.0,205400.0,-1.12,9.66,TMC to BJP,Flipped
238,BANDWAN,Purulia,Jangalmahal,ST,TMC,BJP,RAJIB LOCHAN SAREN,Labsen Baskey,18831,29577.0,7.81,11.11,284840,286171.0,84.63,93.01,113337.0,104503.0,94506.0,134080.0,30258.0,24815.0,238101.0,263398.0,0.47,8.38,TMC to BJP,Flipped
239,BALARAMPUR,Purulia,Jangalmahal,GEN,BJP,BJP,BANESWAR MAHATO,Jaladhar Mahato,423,35051.0,0.21,15.94,238113,235710.0,83.14,93.31,89098.0,83370.0,89521.0,118421.0,16905.0,15781.0,195524.0,217572.0,-1.01,10.17,Held,Held
240,BAGHMUNDI,Purulia,Jangalmahal,GEN,TMC,BJP,Sushanta Mahato,Rahidas Mahato,13969,40817.0,6.77,17.74,249613,250978.0,82.65,91.7,75905.0,71846.0,0.0,112663.0,128012.0,43191.0,203917.0,227700.0,0.55,9.05,TMC to BJP,Flipped
241,JOYPUR,Purulia,Jangalmahal,GEN,BJP,BJP,Nara Hari Mahato,Biswajit Mahato,12200,22218.0,6.02,9.53,249621,254082.0,81.23,91.78,0.0,82450.0,74380.0,104668.0,125431.0,42846.0,199811.0,229964.0,1.79,10.55,Held,Held
242,PURULIA,Purulia,Jangalmahal,GEN,BJP,BJP,Sudip Kumar Mukherjee,Sudip Kumar Mukherjee,7018,49253.0,3.39,21.35,258947,252313.0,79.89,91.42,82715.0,79201.0,89733.0,128454.0,31832.0,21270.0,204280.0,228925.0,-2.56,11.53,Held,Held
243,MANBAZAR,Purulia,Jangalmahal,ST,TMC,BJP,SANDHYARANI TUDU,Mayna Murmu,15516,27283.0,7.26,11.54,253708,255913.0,84.24,92.4,103298.0,93204.0,87782.0,120487.0,20358.0,20665.0,211438.0,234356.0,0.87,8.16,TMC to BJP,Flipped
244,KASHIPUR,Purulia,Jangalmahal,GEN,BJP,BJP,KAMALAKANTA HANSDA,Kamala Kanta Hansda,7387,21276.0,3.79,10.04,238871,229972.0,81.59,92.17,85551.0,85295.0,92938.0,106571.0,14002.0,17311.0,192491.0,209177.0,-3.73,10.58,Held,Held
245,PARA,Purulia,Jangalmahal,SC,BJP,BJP,NADIAR CHAND BOURI,Nadiar Chand Bouri,4007,33721.0,2.07,15.62,243906,236360.0,79.55,91.36,83340.0,79767.0,87347.0,113488.0,19677.0,19903.0,190364.0,213158.0,-3.09,11.81,Held,Held
246,RAGHUNATHPUR,Purulia,Jangalmahal,SC,BJP,BJP,Vivekananda Bauri,Mamoni Bauri,5438,44059.0,2.53,18.79,259434,254449.0,82.75,92.13,90332.0,83569.0,95770.0,127628.0,25031.0,20033.0,211133.0,231230.0,-1.92,9.38,Held,Held
247,SALTORA,Bankura,Jangalmahal,SC,BJP,BJP,BAURI CHANDANA,Chandana Bauri,4145,32135.0,2.05,14.71,232517,233527.0,87.05,93.56,87503.0,83045.0,91648.0,115180.0,19899.0,17495.0,199050.0,215720.0,0.43,6.51,Held,Held
248,CHHATNA,Bankura,Jangalmahal,GEN,BJP,BJP,SATYANARAYAN MUKHOPADHYAY,Satyanarayan Mukhopadhyay,7164,47174.0,3.64,21.25,242270,242884.0,81.25,91.38,83069.0,78798.0,90233.0,125972.0,20020.0,14599.0,193322.0,219369.0,0.25,10.13,Held,Held
249,RANIBANDH,Bankura,Jangalmahal,ST,TMC,BJP,Jyotsna Mandi,Kshudiram Tudu,3939,52269.0,1.87,22.07,253359,255198.0,83.35,92.8,90928.0,78876.0,86989.0,131145.0,29027.0,22923.0,206944.0,232944.0,0.73,9.45,TMC to BJP,Flipped
250,RAIPUR,Bankura,Jangalmahal,ST,TMC,BJP,MRITYUNJOY MURMU,Kshetramohan Hansda,19398,28742.0,9.97,13.67,224604,224609.0,86.59,93.59,101043.0,82701.0,81645.0,111443.0,8802.0,14242.0,191490.0,208386.0,0.0,7.0,TMC to BJP,Flipped
251,TALDANGRA,Bankura,Jangalmahal,GEN,TMC,BJP,ARUP CHAKRABORTY,Souvik Patra,12377,50073.0,6.09,22.77,233291,236732.0,87.1,92.91,92026.0,74464.0,79649.0,124537.0,27993.0,19236.0,199668.0,218237.0,1.47,5.81,TMC to BJP,Flipped
252,BANKURA,Bankura,Jangalmahal,GEN,BJP,BJP,NILADRI SEKHAR DANA,Niladri Sekhar Dana,1468,54177.0,0.67,22.64,269829,261565.0,80.79,91.5,93998.0,82815.0,95466.0,136992.0,24015.0,15991.0,213479.0,235798.0,-3.06,10.71,Held,Held
253,BARJORA,Bankura,Jangalmahal,GEN,TMC,BJP,ALOK MUKHERJEE,Billeswar Sinha,3269,41310.0,1.49,17.55,250729,252205.0,87.53,93.32,93290.0,84109.0,90021.0,125419.0,31238.0,23148.0,214549.0,232676.0,0.59,5.79,TMC to BJP,Flipped
254,ONDA,Bankura,Jangalmahal,GEN,BJP,BJP,AMARNATH SHAKHA,Amarnath Shakha,11551,31723.0,5.12,12.88,256906,263110.0,87.88,93.61,93389.0,96573.0,104940.0,128296.0,22551.0,17460.0,220880.0,242329.0,2.41,5.73,Held,Held
255,BISHNUPUR,Bankura,Jangalmahal,GEN,BJP,BJP,TANMAY GHOSH (BUMBA),Shukla Chatterjee,11420,30605.0,5.96,14.75,219284,220848.0,87.32,93.95,78269.0,80477.0,89689.0,111082.0,20092.0,13739.0,188050.0,205298.0,0.71,6.63,Held,Held
256,KATULPUR,Bankura,Jangalmahal,SC,BJP,BJP,HARAKALI PROTIHER,Lakshmi Kanta Majumdar,11785,34367.0,5.26,14.3,246785,254394.0,90.82,94.44,94237.0,91874.0,106022.0,126241.0,22008.0,20476.0,222267.0,238591.0,3.08,3.62,Held,Held
257,INDUS,Bankura,Jangalmahal,SC,BJP,BJP,NIRMAL KUMAR DHARA,Nirmal Kumar Dhara,7220,900.0,3.31,0.39,242938,245791.0,89.92,94.55,97716.0,107833.0,104936.0,108733.0,12619.0,14246.0,215271.0,230812.0,1.17,4.63,Held,Held
258,SONAMUKHI,Bankura,Jangalmahal,SC,BJP,BJP,DIBAKAR GHARAMI,Dibakar Gharami,10888,29410.0,5.24,13.26,233059,236292.0,89.14,93.89,87273.0,86139.0,98161.0,115549.0,20229.0,18103.0,205663.0,219791.0,1.39,4.75,Held,Held
259,KHANDAGHOSH,Purba Bardhaman,Rarh Bengal,SC,TMC,TMC,NABIN CHANDRA BAG,Nabin Chandra Bag,20886,8284.0,9.59,3.71,242730,233783.0,89.77,95.49,104264.0,104183.0,83378.0,95899.0,28311.0,21893.0,215953.0,221975.0,-3.69,5.72,Held,Held
260,BARDHAMAN DAKSHIN,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,KHOKAN DAS,Moumita Biswas Misra,8105,30470.0,3.95,14.88,257940,222117.0,79.61,92.21,91015.0,77284.0,82910.0,107754.0,27713.0,17421.0,201638.0,202459.0,-13.89,12.6,TMC to BJP,Flipped
261,RAINA,Purba Bardhaman,Rarh Bengal,SC,TMC,BJP,Shampa Dhara,Subhash Patra,18205,834.0,7.94,0.36,258742,246255.0,88.57,94.72,108752.0,102653.0,90547.0,103487.0,28304.0,25663.0,227603.0,231803.0,-4.83,6.15,TMC to BJP,Flipped
262,JAMALPUR,Purba Bardhaman,Rarh Bengal,SC,TMC,BJP,ALOK KUMAR MAJHI,Arun Halder,17971,11178.0,8.69,5.2,235973,225551.0,87.59,95.22,96999.0,88758.0,79028.0,99936.0,27798.0,24282.0,203825.0,212976.0,-4.42,7.63,TMC to BJP,Flipped
263,MONTESWAR,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,CHOWDHURY SIDDIQULLAH,Saikat Panja,31805,14798.0,15.22,7.25,242229,216968.0,86.3,94.1,105460.0,81761.0,73655.0,96559.0,28310.0,24485.0,207425.0,202805.0,-10.43,7.8,TMC to BJP,Flipped
264,KALNA,Purba Bardhaman,Rarh Bengal,SC,TMC,BJP,DEBOPRASAD BAG (POLTU),Siddhartha Majumdar,7478,28630.0,3.58,13.43,241471,226568.0,86.53,94.11,96073.0,82160.0,88595.0,110790.0,21776.0,18950.0,206444.0,211900.0,-6.17,7.58,TMC to BJP,Flipped
265,MEMARI,Purba Bardhaman,Rarh Bengal,GEN,TMC,BJP,MADHUSUDAN BHATTACHARYA,Manab Guha,23078,7106.0,10.55,3.12,254236,239719.0,86.06,94.9,104851.0,99322.0,81773.0,106428.0,30505.0,20513.0,217129.0,226263.0,-5.71,8.84,TMC to BJP,Flipped
